target_region,val_fold,source_region,seed_or_run,checkpoint_path,accuracy_macro,accuracy_micro,f1_macro,f1_micro,jaccard_macro,jaccard_micro,precision_macro,precision_micro,recall_macro,recall_micro
PASTIS_joint_T30UXV,2,PASTIS_joint_T31TFJ,2026-05-25_03-46-33,/home/user/results_local/finetuning_results_PASTIS_v2/PASTIS_joint_T31TFJ/LIANet_valFolds2_lr0.0001_batchsize16/2026-05-25_03-46-33/last.pt,0.17731665074825287,0.38048481941223145,0.13008499145507812,0.38048481941223145,0.0834970697760582,0.23493747413158417,0.19305914640426636,0.38048481941223145,0.17731665074825287,0.38048481941223145
PASTIS_joint_T30UXV,2,PASTIS_joint_T32ULU,2026-05-24_18-29-18,/home/user/results_local/finetuning_results_PASTIS_v2/PASTIS_joint_T32ULU/LIANet_valFolds2_lr0.0001_batchsize16/2026-05-24_18-29-18/last.pt,0.32691052556037903,0.654203474521637,0.3030294179916382,0.654203474521637,0.22470325231552124,0.4861087501049042,0.3105953633785248,0.654203474521637,0.32691052556037903,0.654203474521637
PASTIS_joint_T30UXV,2,PASTIS_joint_T32ULU,2026-05-24_19-28-46,/home/user/results_local/finetuning_results_PASTIS_v2/PASTIS_joint_T32ULU/LIANet_valFolds2_lr0.0001_batchsize16/2026-05-24_19-28-46/last.pt,0.32561859488487244,0.6524209976196289,0.30395883321762085,0.6524209976196289,0.22293144464492798,0.48414304852485657,0.3087925314903259,0.6524209976196289,0.32561859488487244,0.6524209976196289
PASTIS_joint_T30UXV,2,PASTIS_joint_T32ULU,2026-05-24_20-27-07,/home/user/results_local/finetuning_results_PASTIS_v2/PASTIS_joint_T32ULU/LIANet_valFolds2_lr0.0001_batchsize16/2026-05-24_20-27-07/last.pt,0.33339232206344604,0.6588364839553833,0.3098899722099304,0.6588364243507385,0.22922757267951965,0.4912424683570862,0.31463754177093506,0.6588364839553833,0.33339232206344604,0.6588364839553833
PASTIS_joint_T30UXV,2,PASTIS_joint_T32ULU,2026-05-24_21-26-18,/home/user/results_local/finetuning_results_PASTIS_v2/PASTIS_joint_T32ULU/LIANet_valFolds2_lr0.0001_batchsize16/2026-05-24_21-26-18/last.pt,0.32869330048561096,0.6634396314620972,0.3037387430667877,0.6634396314620972,0.22598132491111755,0.4963783025741577,0.3050960302352905,0.6634396314620972,0.32869330048561096,0.6634396314620972
PASTIS_joint_T30UXV,2,PASTIS_joint_T32ULU,2026-05-24_22-25-36,/home/user/results_local/finetuning_results_PASTIS_v2/PASTIS_joint_T32ULU/LIANet_valFolds2_lr0.0001_batchsize16/2026-05-24_22-25-36/last.pt,0.3117915391921997,0.6543692946434021,0.29918813705444336,0.6543692946434021,0.22118563950061798,0.4862918555736542,0.3090149164199829,0.6543692946434021,0.3117915391921997,0.6543692946434021
PASTIS_joint_T30UXV,3,PASTIS_joint_T31TFM,2026-05-25_01-34-05,/home/user/results_local/finetuning_results_PASTIS_v2/PASTIS_joint_T31TFM/LIANet_valFolds3_lr0.0001_batchsize16/2026-05-25_01-34-05/last.pt,0.3174498677253723,0.6155253648757935,0.26107022166252136,0.6155253052711487,0.18960730731487274,0.4445912837982178,0.26180100440979004,0.6155253648757935,0.3174498677253723,0.6155253648757935
PASTIS_joint_T30UXV,3,PASTIS_joint_T31TFM,2026-05-25_02-46-46,/home/user/results_local/finetuning_results_PASTIS_v2/PASTIS_joint_T31TFM/LIANet_valFolds3_lr0.0001_batchsize16/2026-05-25_02-46-46/last.pt,0.32493478059768677,0.6110061407089233,0.26049232482910156,0.6110060811042786,0.18923628330230713,0.43989115953445435,0.268708735704422,0.6110061407089233,0.32493478059768677,0.6110061407089233
PASTIS_joint_T30UXV,3,PASTIS_joint_T31TFM,2026-05-25_03-59-38,/home/user/results_local/finetuning_results_PASTIS_v2/PASTIS_joint_T31TFM/LIANet_valFolds3_lr0.0001_batchsize16/2026-05-25_03-59-38/last.pt,0.32163938879966736,0.6196407675743103,0.26388484239578247,0.6196407079696655,0.18977606296539307,0.44889819622039795,0.2648984491825104,0.6196407675743103,0.32163938879966736,0.6196407675743103
PASTIS_joint_T30UXV,3,PASTIS_joint_T31TFM,2026-05-25_05-12-35,/home/user/results_local/finetuning_results_PASTIS_v2/PASTIS_joint_T31TFM/LIANet_valFolds3_lr0.0001_batchsize16/2026-05-25_05-12-35/last.pt,0.32839179039001465,0.6129564046859741,0.2669585347175598,0.6129564046859741,0.1936044991016388,0.44191572070121765,0.27658623456954956,0.6129564046859741,0.32839179039001465,0.6129564046859741
PASTIS_joint_T30UXV,3,PASTIS_joint_T31TFM,2026-05-25_06-25-22,/home/user/results_local/finetuning_results_PASTIS_v2/PASTIS_joint_T31TFM/LIANet_valFolds3_lr0.0001_batchsize16/2026-05-25_06-25-22/last.pt,0.31662142276763916,0.6226401925086975,0.2651323974132538,0.6226401925086975,0.19358716905117035,0.45205333828926086,0.26670145988464355,0.6226401925086975,0.31662142276763916,0.6226401925086975
PASTIS_joint_T30UXV,3,PASTIS_joint_T31TFJ,2026-05-25_05-22-52,/home/user/results_local/finetuning_results_PASTIS_v2/PASTIS_joint_T31TFJ/LIANet_valFolds3_lr0.0001_batchsize16/2026-05-25_05-22-52/last.pt,0.18146201968193054,0.3883472979068756,0.12684327363967896,0.3883472979068756,0.08155708014965057,0.24096211791038513,0.17425581812858582,0.3883472979068756,0.18146201968193054,0.3883472979068756
PASTIS_joint_T30UXV,3,PASTIS_joint_T31TFJ,2026-05-25_07-01-40,/home/user/results_local/finetuning_results_PASTIS_v2/PASTIS_joint_T31TFJ/LIANet_valFolds3_lr0.0001_batchsize16/2026-05-25_07-01-40/last.pt,0.18770547211170197,0.3517150580883026,0.11483564972877502,0.3517150580883026,0.07311855256557465,0.21338242292404175,0.1746116727590561,0.3517150580883026,0.18770547211170197,0.3517150580883026
PASTIS_joint_T30UXV,3,PASTIS_joint_T31TFJ,2026-05-25_08-41-26,/home/user/results_local/finetuning_results_PASTIS_v2/PASTIS_joint_T31TFJ/LIANet_valFolds3_lr0.0001_batchsize16/2026-05-25_08-41-26/last.pt,0.18289683759212494,0.36749958992004395,0.12150784581899643,0.36749958992004395,0.07827648520469666,0.22511456906795502,0.1913181096315384,0.36749958992004395,0.18289683759212494,0.36749958992004395
PASTIS_joint_T30UXV,3,PASTIS_joint_T31TFJ,2026-05-25_10-21-07,/home/user/results_local/finetuning_results_PASTIS_v2/PASTIS_joint_T31TFJ/LIANet_valFolds3_lr0.0001_batchsize16/2026-05-25_10-21-07/last.pt,0.17509165406227112,0.3625762164592743,0.11619434505701065,0.3625761866569519,0.0749707743525505,0.22143088281154633,0.1828926056623459,0.3625762164592743,0.17509165406227112,0.3625762164592743
PASTIS_joint_T30UXV,3,PASTIS_joint_T31TFJ,2026-05-25_12-00-44,/home/user/results_local/finetuning_results_PASTIS_v2/PASTIS_joint_T31TFJ/LIANet_valFolds3_lr0.0001_batchsize16/2026-05-25_12-00-44/last.pt,0.18059448897838593,0.39113324880599976,0.12794911861419678,0.39113324880599976,0.08303044736385345,0.2431110143661499,0.18364593386650085,0.39113324880599976,0.18059448897838593,0.39113324880599976
PASTIS_joint_T30UXV,3,PASTIS_joint_T32ULU,2026-05-24_23-24-56,/home/user/results_local/finetuning_results_PASTIS_v2/PASTIS_joint_T32ULU/LIANet_valFolds3_lr0.0001_batchsize16/2026-05-24_23-24-56/last.pt,0.3322563171386719,0.64252108335495,0.297645628452301,0.64252108335495,0.2164122760295868,0.4733193516731262,0.2971688210964203,0.64252108335495,0.3322563171386719,0.64252108335495
PASTIS_joint_T30UXV,3,PASTIS_joint_T32ULU,2026-05-25_00-25-10,/home/user/results_local/finetuning_results_PASTIS_v2/PASTIS_joint_T32ULU/LIANet_valFolds3_lr0.0001_batchsize16/2026-05-25_00-25-10/last.pt,0.323478102684021,0.6391375064849854,0.2934959828853607,0.6391375064849854,0.21523252129554749,0.46965619921684265,0.2935140132904053,0.6391375064849854,0.323478102684021,0.6391375064849854
PASTIS_joint_T30UXV,3,PASTIS_joint_T32ULU,2026-05-25_01-25-25,/home/user/results_local/finetuning_results_PASTIS_v2/PASTIS_joint_T32ULU/LIANet_valFolds3_lr0.0001_batchsize16/2026-05-25_01-25-25/last.pt,0.333747923374176,0.6376718878746033,0.29396188259124756,0.6376718282699585,0.21358485519886017,0.46807512640953064,0.2881837487220764,0.6376718878746033,0.333747923374176,0.6376718878746033
PASTIS_joint_T30UXV,3,PASTIS_joint_T32ULU,2026-05-25_02-25-53,/home/user/results_local/finetuning_results_PASTIS_v2/PASTIS_joint_T32ULU/LIANet_valFolds3_lr0.0001_batchsize16/2026-05-25_02-25-53/last.pt,0.33489692211151123,0.6454838514328003,0.30225062370300293,0.6454838514328003,0.21966436505317688,0.4765419661998749,0.3027404248714447,0.6454838514328003,0.33489692211151123,0.6454838514328003
PASTIS_joint_T30UXV,3,PASTIS_joint_T32ULU,2026-05-25_03-27-07,/home/user/results_local/finetuning_results_PASTIS_v2/PASTIS_joint_T32ULU/LIANet_valFolds3_lr0.0001_batchsize16/2026-05-25_03-27-07/last.pt,0.3261547088623047,0.6451098322868347,0.2946195602416992,0.6451098322868347,0.2148958444595337,0.47613441944122314,0.2979680299758911,0.6451098322868347,0.3261547088623047,0.6451098322868347
PASTIS_joint_T30UXV,4,PASTIS_joint_T31TFM,2026-05-25_07-38-13,/home/user/results_local/finetuning_results_PASTIS_v2/PASTIS_joint_T31TFM/LIANet_valFolds4_lr0.0001_batchsize16/2026-05-25_07-38-13/last.pt,0.3321342468261719,0.6096755862236023,0.27024030685424805,0.6096755862236023,0.19489672780036926,0.43851321935653687,0.272886723279953,0.6096755862236023,0.3321342468261719,0.6096755862236023
PASTIS_joint_T30UXV,4,PASTIS_joint_T31TFM,2026-05-25_08-53-35,/home/user/results_local/finetuning_results_PASTIS_v2/PASTIS_joint_T31TFM/LIANet_valFolds4_lr0.0001_batchsize16/2026-05-25_08-53-35/last.pt,0.31980645656585693,0.6175071597099304,0.269624263048172,0.6175071597099304,0.19480197131633759,0.44666215777397156,0.27384525537490845,0.6175071597099304,0.31980645656585693,0.6175071597099304
PASTIS_joint_T30UXV,4,PASTIS_joint_T31TFM,2026-05-25_10-09-07,/home/user/results_local/finetuning_results_PASTIS_v2/PASTIS_joint_T31TFM/LIANet_valFolds4_lr0.0001_batchsize16/2026-05-25_10-09-07/last.pt,0.3152111768722534,0.5967091917991638,0.25472739338874817,0.5967092514038086,0.18312999606132507,0.42522138357162476,0.26010841131210327,0.5967091917991638,0.3152111768722534,0.5967091917991638
PASTIS_joint_T30UXV,4,PASTIS_joint_T31TFM,2026-05-25_11-24-46,/home/user/results_local/finetuning_results_PASTIS_v2/PASTIS_joint_T31TFM/LIANet_valFolds4_lr0.0001_batchsize16/2026-05-25_11-24-46/last.pt,0.316692590713501,0.6146208643913269,0.2661447525024414,0.6146209239959717,0.19197839498519897,0.44364818930625916,0.2686440050601959,0.6146208643913269,0.316692590713501,0.6146208643913269
